store_location,product_category,product_type,product_detail,total_qty_of_product_sold,total_revenue,day_of_transaction,day_number,month_of_transaction,month_number,transaction_quarter,time_of_transaction,days_classification,time_classification
Lower Manhattan,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Mar,3,1,07:13:16,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Chocolate syrup,1,0.8,Tue,3,Mar,3,1,07:13:16,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Tue,3,Mar,3,1,07:15:59,Weekday,Early Morning
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Tue,3,Mar,3,1,07:21:42,Weekday,Early Morning
Lower Manhattan,Bakery,Scone,Oatmeal Scone,1,3.0,Tue,3,Mar,3,1,07:21:42,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Tue,3,Mar,3,1,07:26:23,Weekday,Early Morning
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Tue,3,Mar,3,1,07:26:23,Weekday,Early Morning
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,Mar,3,1,07:36:12,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,2,8.5,Tue,3,Mar,3,1,07:43:02,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,Mar,3,1,07:43:02,Weekday,Early Morning
Lower Manhattan,Bakery,Scone,Scottish Cream Scone ,1,4.5,Tue,3,Mar,3,1,07:43:02,Weekday,Early Morning
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Tue,3,Mar,3,1,07:47:29,Weekday,Early Morning
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,6.0,Tue,3,Mar,3,1,07:49:19,Weekday,Early Morning
Lower Manhattan,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,07:49:19,Weekday,Early Morning
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Tue,3,Mar,3,1,07:49:28,Weekday,Early Morning
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,Mar,3,1,07:50:54,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,1,4.25,Tue,3,Mar,3,1,07:54:04,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Hazelnut syrup,1,0.8,Tue,3,Mar,3,1,07:54:04,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,8.0,Tue,3,Mar,3,1,07:55:41,Weekday,Early Morning
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Tue,3,Mar,3,1,07:59:40,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Tue,3,Mar,3,1,08:00:43,Weekday,Early Morning
Astoria,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,Tue,3,Mar,3,1,08:01:44,Weekday,Early Morning
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Tue,3,Mar,3,1,08:02:52,Weekday,Early Morning
Hell's Kitchen,Bakery,Biscotti,Ginger Biscotti,1,3.5,Tue,3,Mar,3,1,08:02:52,Weekday,Early Morning
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Tue,3,Mar,3,1,08:03:04,Weekday,Early Morning
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,Mar,3,1,08:03:54,Weekday,Early Morning
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Tue,3,Mar,3,1,08:04:51,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,6.0,Tue,3,Mar,3,1,08:06:41,Weekday,Early Morning
Hell's Kitchen,Bakery,Scone,Scottish Cream Scone ,1,4.5,Tue,3,Mar,3,1,08:06:41,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Tue,3,Mar,3,1,08:07:43,Weekday,Early Morning
Hell's Kitchen,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Mar,3,1,08:07:43,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Lg,1,3.0,Tue,3,Mar,3,1,08:09:05,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Latte,1,3.75,Tue,3,Mar,3,1,08:09:41,Weekday,Early Morning
Hell's Kitchen,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,Mar,3,1,08:09:41,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Tue,3,Mar,3,1,08:09:55,Weekday,Early Morning
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Tue,3,Mar,3,1,08:09:55,Weekday,Early Morning
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Tue,3,Mar,3,1,08:11:03,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Sm,1,2.2,Tue,3,Mar,3,1,08:11:20,Weekday,Early Morning
Astoria,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,Tue,3,Mar,3,1,08:12:53,Weekday,Early Morning
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Tue,3,Mar,3,1,08:12:54,Weekday,Early Morning
Hell's Kitchen,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Mar,3,1,08:12:54,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Tue,3,Mar,3,1,08:13:22,Weekday,Early Morning
Hell's Kitchen,Loose Tea,Herbal tea,Lemon Grass,1,8.95,Tue,3,Mar,3,1,08:13:22,Weekday,Early Morning
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,Mar,3,1,08:13:31,Weekday,Early Morning
Hell's Kitchen,Bakery,Scone,Cranberry Scone,1,3.25,Tue,3,Mar,3,1,08:13:31,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Tue,3,Mar,3,1,08:13:34,Weekday,Early Morning
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Sm,1,2.2,Tue,3,Mar,3,1,08:15:56,Weekday,Early Morning
Astoria,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Tue,3,Mar,3,1,08:15:56,Weekday,Early Morning
Astoria,Coffee beans,Gourmet Beans,Columbian Medium Roast,1,15.0,Tue,3,Mar,3,1,08:15:56,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Tue,3,Mar,3,1,08:16:21,Weekday,Early Morning
Hell's Kitchen,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Tue,3,Mar,3,1,08:16:21,Weekday,Early Morning
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Tue,3,Mar,3,1,08:16:35,Weekday,Early Morning
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Mar,3,1,08:17:09,Weekday,Early Morning
Astoria,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,Mar,3,1,08:17:09,Weekday,Early Morning
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Tue,3,Mar,3,1,08:17:14,Weekday,Early Morning
Astoria,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Tue,3,Mar,3,1,08:17:31,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Tue,3,Mar,3,1,08:17:38,Weekday,Early Morning
Hell's Kitchen,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,Mar,3,1,08:17:38,Weekday,Early Morning
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,Tue,3,Mar,3,1,08:17:48,Weekday,Early Morning
Lower Manhattan,Bakery,Scone,Jumbo Savory Scone,1,3.75,Tue,3,Mar,3,1,08:17:48,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,1,4.25,Tue,3,Mar,3,1,08:19:07,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,Mar,3,1,08:19:07,Weekday,Early Morning
Astoria,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,Mar,3,1,08:19:51,Weekday,Early Morning
Astoria,Bakery,Biscotti,Ginger Biscotti,1,3.5,Tue,3,Mar,3,1,08:19:51,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Tue,3,Mar,3,1,08:19:56,Weekday,Early Morning
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Tue,3,Mar,3,1,08:20:44,Weekday,Early Morning
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Mar,3,1,08:21:40,Weekday,Early Morning
Astoria,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,08:21:40,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Latte,2,7.5,Tue,3,Mar,3,1,08:22:22,Weekday,Early Morning
Hell's Kitchen,Flavours,Regular syrup,Chocolate syrup,1,0.8,Tue,3,Mar,3,1,08:22:22,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Tue,3,Mar,3,1,08:23:36,Weekday,Early Morning
Lower Manhattan,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,Mar,3,1,08:23:36,Weekday,Early Morning
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Mar,3,1,08:23:42,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Tue,3,Mar,3,1,08:24:36,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Mar,3,1,08:25:23,Weekday,Early Morning
Hell's Kitchen,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1,0.8,Tue,3,Mar,3,1,08:25:23,Weekday,Early Morning
Lower Manhattan,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Tue,3,Mar,3,1,08:25:37,Weekday,Early Morning
Astoria,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Tue,3,Mar,3,1,08:25:51,Weekday,Early Morning
Astoria,Coffee beans,Organic Beans,Organic Decaf Blend,1,22.5,Tue,3,Mar,3,1,08:25:51,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Tue,3,Mar,3,1,08:26:01,Weekday,Early Morning
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,6.0,Tue,3,Mar,3,1,08:26:16,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,Tue,3,Mar,3,1,08:27:30,Weekday,Early Morning
Hell's Kitchen,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Tue,3,Mar,3,1,08:27:30,Weekday,Early Morning
Hell's Kitchen,Loose Tea,Black tea,English Breakfast,1,8.95,Tue,3,Mar,3,1,08:27:30,Weekday,Early Morning
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Tue,3,Mar,3,1,08:27:43,Weekday,Early Morning
Astoria,Tea,Brewed Black tea,Earl Grey Lg,1,3.0,Tue,3,Mar,3,1,08:28:16,Weekday,Early Morning
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,Mar,3,1,08:28:21,Weekday,Early Morning
Astoria,Branded,Housewares,I Need My Bean! Diner mug,1,12.0,Tue,3,Mar,3,1,08:28:21,Weekday,Early Morning
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Tue,3,Mar,3,1,08:28:32,Weekday,Early Morning
Hell's Kitchen,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Tue,3,Mar,3,1,08:28:32,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,Tue,3,Mar,3,1,08:28:42,Weekday,Early Morning
Hell's Kitchen,Bakery,Scone,Scottish Cream Scone ,1,4.5,Tue,3,Mar,3,1,08:28:42,Weekday,Early Morning
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Tue,3,Mar,3,1,08:29:44,Weekday,Early Morning
Astoria,Coffee beans,House blend Beans,Our Old Time Diner Blend,1,18.0,Tue,3,Mar,3,1,08:29:44,Weekday,Early Morning
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,Mar,3,1,08:29:46,Weekday,Early Morning
Astoria,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Tue,3,Mar,3,1,08:30:02,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,2,8.5,Tue,3,Mar,3,1,08:30:05,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,Mar,3,1,08:30:05,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,Tue,3,Mar,3,1,08:30:29,Weekday,Early Morning
Hell's Kitchen,Coffee beans,Organic Beans,Organic Decaf Blend,1,22.5,Tue,3,Mar,3,1,08:30:29,Weekday,Early Morning
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Tue,3,Mar,3,1,08:30:41,Weekday,Early Morning
Lower Manhattan,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Mar,3,1,08:30:41,Weekday,Early Morning
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Tue,3,Mar,3,1,08:30:43,Weekday,Early Morning
Hell's Kitchen,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,08:30:43,Weekday,Early Morning
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Tue,3,Mar,3,1,08:31:23,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Tue,3,Mar,3,1,08:32:11,Weekday,Early Morning
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Tue,3,Mar,3,1,08:32:54,Weekday,Early Morning
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Tue,3,Mar,3,1,08:33:26,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Tue,3,Mar,3,1,08:33:50,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,Tue,3,Mar,3,1,08:34:13,Weekday,Early Morning
Hell's Kitchen,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,08:34:13,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Tue,3,Mar,3,1,08:34:39,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Rg,2,5.0,Tue,3,Mar,3,1,08:34:42,Weekday,Early Morning
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Tue,3,Mar,3,1,08:35:32,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Tue,3,Mar,3,1,08:35:46,Weekday,Early Morning
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,Mar,3,1,08:35:56,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,Tue,3,Mar,3,1,08:38:25,Weekday,Early Morning
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Tue,3,Mar,3,1,08:39:56,Weekday,Early Morning
Astoria,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3.0,Tue,3,Mar,3,1,08:42:07,Weekday,Early Morning
Astoria,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,08:42:07,Weekday,Early Morning
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Tue,3,Mar,3,1,08:42:20,Weekday,Early Morning
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Tue,3,Mar,3,1,08:42:24,Weekday,Early Morning
Lower Manhattan,Branded,Housewares,I Need My Bean! Diner mug,1,12.0,Tue,3,Mar,3,1,08:42:24,Weekday,Early Morning
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Tue,3,Mar,3,1,08:43:49,Weekday,Early Morning
Lower Manhattan,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Mar,3,1,08:43:49,Weekday,Early Morning
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,Tue,3,Mar,3,1,08:43:51,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Tue,3,Mar,3,1,08:44:16,Weekday,Early Morning
Lower Manhattan,Coffee beans,Espresso Beans,Espresso Roast,1,14.75,Tue,3,Mar,3,1,08:44:16,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Latte,2,7.5,Tue,3,Mar,3,1,08:44:43,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Chocolate syrup,1,0.8,Tue,3,Mar,3,1,08:44:43,Weekday,Early Morning
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Tue,3,Mar,3,1,08:45:04,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,Tue,3,Mar,3,1,08:45:29,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,Tue,3,Mar,3,1,08:45:50,Weekday,Early Morning
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Tue,3,Mar,3,1,08:46:10,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Latte Rg,1,4.25,Tue,3,Mar,3,1,08:46:34,Weekday,Early Morning
Hell's Kitchen,Flavours,Regular syrup,Chocolate syrup,1,0.8,Tue,3,Mar,3,1,08:46:34,Weekday,Early Morning
Hell's Kitchen,Packaged Chocolate,Drinking Chocolate,Chili Mayan,1,13.33,Tue,3,Mar,3,1,08:46:34,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino,2,7.5,Tue,3,Mar,3,1,08:47:06,Weekday,Early Morning
Hell's Kitchen,Flavours,Regular syrup,Chocolate syrup,1,0.8,Tue,3,Mar,3,1,08:47:06,Weekday,Early Morning
Hell's Kitchen,Bakery,Scone,Scottish Cream Scone ,2,9.0,Tue,3,Mar,3,1,08:47:06,Weekday,Early Morning
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Mar,3,1,08:47:24,Weekday,Early Morning
Astoria,Flavours,Regular syrup,Carmel syrup,2,1.6,Tue,3,Mar,3,1,08:47:24,Weekday,Early Morning
Astoria,Bakery,Pastry,Almond Croissant,1,3.75,Tue,3,Mar,3,1,08:47:24,Weekday,Early Morning
Hell's Kitchen,Coffee,Barista Espresso,Latte Rg,2,8.5,Tue,3,Mar,3,1,08:47:56,Weekday,Early Morning
Hell's Kitchen,Flavours,Regular syrup,Chocolate syrup,1,0.8,Tue,3,Mar,3,1,08:47:56,Weekday,Early Morning
Hell's Kitchen,Coffee beans,Gourmet Beans,Ethiopia,1,21.0,Tue,3,Mar,3,1,08:47:56,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,Mar,3,1,08:48:14,Weekday,Early Morning
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,2,7.5,Tue,3,Mar,3,1,08:48:42,Weekday,Early Morning
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,Tue,3,Mar,3,1,08:49:17,Weekday,Early Morning
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Tue,3,Mar,3,1,08:49:17,Weekday,Early Morning
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Tue,3,Mar,3,1,08:49:17,Weekday,Early Morning
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,Tue,3,Mar,3,1,08:50:57,Weekday,Early Morning
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Tue,3,Mar,3,1,08:52:45,Weekday,Early Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Tue,3,Mar,3,1,08:52:56,Weekday,Early Morning
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Tue,3,Mar,3,1,08:52:57,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,Mar,3,1,08:53:00,Weekday,Early Morning
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Tue,3,Mar,3,1,08:53:00,Weekday,Early Morning
Astoria,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Tue,3,Mar,3,1,08:53:20,Weekday,Early Morning
Hell's Kitchen,Bakery,Scone,Cranberry Scone,1,3.25,Tue,3,Mar,3,1,08:53:22,Weekday,Early Morning
Lower Manhattan,Coffee,Barista Espresso,Espresso shot,1,3.0,Tue,3,Mar,3,1,08:54:09,Weekday,Early Morning
Lower Manhattan,Flavours,Regular syrup,Carmel syrup,1,0.8,Tue,3,Mar,3,1,08:54:09,Weekday,Early Morning
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,Tue,3,Mar,3,1,08:55:14,Weekday,Early Morning
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Tue,3,Mar,3,1,08:57:51,Weekday,Early Morning
Lower Manhattan,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,08:57:51,Weekday,Early Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Tue,3,Mar,3,1,08:58:08,Weekday,Early Morning
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Tue,3,Mar,3,1,08:58:55,Weekday,Early Morning
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Tue,3,Mar,3,1,09:00:37,Weekday,Morning
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Tue,3,Mar,3,1,09:01:11,Weekday,Morning
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Tue,3,Mar,3,1,09:01:36,Weekday,Morning
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,Tue,3,Mar,3,1,09:02:58,Weekday,Morning
Hell's Kitchen,Coffee beans,Gourmet Beans,Columbian Medium Roast,1,15.0,Tue,3,Mar,3,1,09:02:58,Weekday,Morning
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Tue,3,Mar,3,1,09:03:59,Weekday,Morning
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Tue,3,Mar,3,1,09:04:13,Weekday,Morning
Astoria,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Tue,3,Mar,3,1,09:04:35,Weekday,Morning
Astoria,Bakery,Biscotti,Ginger Biscotti,1,3.5,Tue,3,Mar,3,1,09:04:35,Weekday,Morning
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,Tue,3,Mar,3,1,09:05:35,Weekday,Morning
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,Tue,3,Mar,3,1,09:06:04,Weekday,Morning
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Tue,3,Mar,3,1,09:06:34,Weekday,Morning
Astoria,Flavours,Regular syrup,Chocolate syrup,2,1.6,Tue,3,Mar,3,1,09:06:34,Weekday,Morning
Astoria,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,Tue,3,Mar,3,1,09:06:45,Weekday,Morning
Astoria,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Tue,3,Mar,3,1,09:06:45,Weekday,Morning
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2.0,Tue,3,Mar,3,1,09:07:52,Weekday,Morning
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Tue,3,Mar,3,1,09:09:35,Weekday,Morning
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Tue,3,Mar,3,1,09:09:59,Weekday,Morning
Hell's Kitchen,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,5.1,Tue,3,Mar,3,1,09:11:13,Weekday,Morning
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Tue,3,Mar,3,1,09:11:13,Weekday,Morning
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3.0,Tue,3,Mar,3,1,09:12:37,Weekday,Morning
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Tue,3,Mar,3,1,09:12:37,Weekday,Morning
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Tue,3,Mar,3,1,09:12:57,Weekday,Morning
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Tue,3,Mar,3,1,09:12:58,Weekday,Morning
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Tue,3,Mar,3,1,09:13:02,Weekday,Morning
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino,1,3.75,Tue,3,Mar,3,1,09:15:43,Weekday,Morning
Hell's Kitchen,Flavours,Regular syrup,Hazelnut syrup,2,1.6,Tue,3,Mar,3,1,09:15:43,Weekday,Morning
Hell's Kitchen,Loose Tea,Chai tea,Traditional Blend Chai,1,8.95,Tue,3,Mar,3,1,09:15:43,Weekday,Morning
Hell's Kitchen,Coffee,Barista Espresso,Espresso shot,2,6.0,Tue,3,Mar,3,1,09:16:24,Weekday,Morning
Hell's Kitchen,Flavours,Regular syrup,Chocolate syrup,2,1.6,Tue,3,Mar,3,1,09:16:24,Weekday,Morning
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Tue,3,Mar,3,1,09:16:42,Weekday,Morning
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Tue,3,Mar,3,1,09:17:10,Weekday,Morning
Hell's Kitchen,Bakery,Biscotti,Ginger Biscotti,1,3.5,Tue,3,Mar,3,1,09:17:10,Weekday,Morning
